company_name,funding_citations
corat therapeutics gmbh,https://www.prnewswire.com/news-releases/corat-therapeutics-gmbh-announces-partnership-with-dermapharm-holding-se-as-strong-strategic-partner-for-the-further-development-of-cor-101-301328126.html
shanghai allink biotherapeutics co ltd,https://www.prnewswire.com/news-releases/allink-biotherapeutics-raises-42m-series-a-financing-to-accelerate-global-development-of-bispecific-antibody-and-adc-pipeline-302318081.html
storm therapeutics ltd,https://pitchbook.com/profiles/company/160539-58
lanova medicines ltd,https://www.lanovamedicines.com/en
neuraltus pharmaceuticals inc (inactive),https://tracxn.com/d/companies/neuraltus/__wtZhj6JIj9_DoZnXWsP1jE_M66ZPjOubw-fW5jltmug
engene holdings inc,https://www.linkedin.com/company/engene
engene inc,https://www.linkedin.com/company/engene
istari oncology inc,https://www.linkedin.com/company/istari-oncology
redx pharma limited,https://uk.linkedin.com/company/redx-pharma
redx pharma plc,https://uk.linkedin.com/company/redx-pharma
staten biotechnology bv,https://european-biotechnology.com/latest-news/staten-biotechnology-in-430m-deal-with-novo-nordisk/
nano intelligent biomedical engineering corp,https://www.bioworld.com/keywords/60541-nano-intelligent-biomedical-engineering-corp
samumed pacific pty ltd,https://www.sandiegouniontribune.com/2018/08/06/samumed-raises-438-million-for-regenerative-therapies/
biogenerix ag (inactive),https://www.biospace.com/neose-technologies-inc-announces-closing-of-asset-sales-to-novo-nordisk-a-s-and-biogenerix-ag-first-step-in-plan-of-liquidation
xenikos bv,https://www.veloxis.com/about/news/news-posts/veloxis-pharmaceuticals-announces-dosing-of-the-first-patient-by-partner-xenikos-in-the-global-phase-3-study-evaluating-t-guard-sup-sup/
prilenia therapeutics development ltd,https://www.linkedin.com/company/prilenia
cerevel therapeutics holdings inc,https://en.wikipedia.org/wiki/Cerevel_Therapeutics
cerevel therapeutics llc,https://en.wikipedia.org/wiki/Cerevel_Therapeutics
ligand pharmaceuticals inc,https://en.wikipedia.org/wiki/Ligand_Pharmaceuticals
celecor therapeutics inc,https://www.crunchbase.com/organization/celecor-therapeutics
brim biotechnology inc,https://synapse.patsnap.com/organization/771ef147054b849ce990a0d2355975db
flexion therapeutics inc (inactive),https://www.pharmtech.com/view/pacira-biosciences-acquires-flexion-therapeutics-for-630-million
elusys therapeutics inc,https://elusys.com/
t3 pharmaceuticals ag,https://baselarea.swiss/blog-post/boehringer-ingelheim-acquires-t3-pharma/
kaerus bioscience ltd,https://www.linkedin.com/company/kaerusbio
cytokinetics inc,https://en.wikipedia.org/wiki/Cytokinetics
kubota vision inc,https://www.nbr.org/people/ryo-kubota/
biocryst pharmaceuticals inc,https://www.linkedin.com/company/biocryst-pharmaceuticals
constellation pharmaceuticals inc,https://www.businesswire.com/news/home/20210602005571/en/MorphoSys-to-Acquire-Constellation-Pharmaceuticals
achieve life sciences inc,https://www.linkedin.com/company/achieve-life-sciences
coimmune inc,https://www.globenewswire.com/search/organization/CoIMMUNE
northern biologics inc,https://www.versantventures.com/portfolio/northern-biologics
cytoki pharma aps,https://www.crunchbase.com/organization/cytoki-pharma
mitobridge inc,https://www.biospace.com/article/ocusciences-welcomes-michael-patane-phd-to-its-board-of-directors/
carthera sas,https://www.bioworld.com/keywords/19524-carthera-sa
reva medical inc,https://www.crunchbase.com/organization/reva-medical
neotx therapeutics ltd,https://www.linkedin.com/company/neotx-therapeutics-ltd/
spinifex pharmaceuticals pty ltd (inactive),https://www.prnewswire.com/news-releases/spinifex-pharmaceuticals-raises-us45m-in-series-c-financing-254816981.html
turning point therapeutics inc,https://www.linkedin.com/company/tp-therapeutics
pharmaessentia corp,https://www.businesswire.com/news/home/20230421005053/en/PharmaEssentia-Corporation-Announces-Closing-of-Global-Depositary-Receipt-Offering-Generating-US%24462.7M-to-Support-Growth-Plans-and-Pipeline-Development
chengdu jinkai biotechnology co ltd,https://www.legal-monitor.com/news/dacheng-advises-suzhou-genemen-and-chengdu-jinkai-financing-deals-szse-listed-salubris
sonalasense inc,https://www.fusfoundation.org/posts/arpa-h-designates-46-million-for-sonalasense-to-develop-ultrasound-activated-sonodynamic-treatments-for-blood-cancers-2/
viva vision biotech,https://tracxn.com/d/companies/vivavision-biotech/__vhlHcfhlvWnydjhdl_mANpsfThvEE-9H3qtHEX__iSY
rgenta therapeutics inc,https://www.prnewswire.com/news-releases/rgenta-therapeutics-announces-strategic-alliance-with-gsk-to-develop-rna-targeted-small-molecule-splice-modulators-302321763.html
university of sciences techniques and technologies of bamako-mali-bamako,https://www.gatesfoundation.org/about/committed-grants/2021/12/inv001983
ocular therapeutix inc,https://www.linkedin.com/company/ocular-therapeutix-inc
dragonfly therapeutics inc,https://www.biospace.com/employer/2082881/dragonfly-therapeutics
tetralogic pharmaceuticals corp,https://www.linkedin.com/company/tetralogic-pharmaceuticals
biolingus ag,https://www.swissbiotech.org/listing/biolingus-files-for-usd-47-million-ipo-at-nasdaq/
iksuda therapeutics ltd,https://www.crunchbase.com/organization/glythera
dantari inc,https://westlakebio.com/westlake-backed-dantari-launches-with-47-million-series-a/
ractigen therapeutics inc,https://www.ractigen.com/
cugene inc,https://news.abbvie.com/2022-05-16-AbbVie-and-Cugene-Announce-Collaboration-in-Autoimmune-Diseases
dare bioscience inc,https://www.gatesfoundation.org/about/committed-grants/2021/06/inv026060
wuhan heyuan biotechnology co ltd,https://www.yicaiglobal.com/star50news/2023_11_216626210501485395980
genta incorporated (inactive),https://en.wikipedia.org/wiki/Genta_(company)
xenetic biosciences inc,https://www.linkedin.com/company/xenetic-biosciences-inc-
petra pharma corp,https://www.acceleratorlsp.com/companies/petra-pharma/
"niagen bioscience, inc.",https://en.wikipedia.org/wiki/Niagen_Bioscience
pimera inc,https://tracxn.com/d/companies/pimera-therapeutics/__6iZN3rFFhHD4PU5LwYKZ4Pj0OzQqaeE56DxjOJO5Nxs
tetraphase pharmaceuticals inc,https://www.linkedin.com/company/tetraphase-pharmaceuticals
propanc biopharma inc,https://www.quiverquant.com/news/Propanc+Biopharma+Reports+Fiscal+Year-End+Update+and+Strategic+Developments+Following+Nasdaq+Uplisting
enhancedbio usa inc,https://www.louisianacancercenter.org/news/nola-startup-advances-to-clinical-trials-of-breast-cancer-therapy
calithera biosciences inc,https://www.biospace.com/calithera-biosciences-announces-update-on-complete-liquidation-and-dissolution
irlab therapeutics ab,https://se.linkedin.com/company/irlab-therapeutics-ab
mimivax llc,https://www.linkedin.com/company/mimivax
stem cell medicine ltd,https://il.linkedin.com/company/stem-cell-medicine
biokier inc,https://www.sbir.gov/portfolio/690762
vectus biosystems ltd,https://au.linkedin.com/company/vectus-biosystems
vivoryon therapeutics nv,https://finance.yahoo.com/news/vivoryon-therapeutics-n-v-successfully-184800588.html
shire-nps pharmaceuticals inc,https://www.prnewswire.com/news-releases/plshire-to-acquire-nps-pharma-as-further-step-in-building-a-leading-biotech-288188461.html
ariad pharmaceuticals inc,https://www.takeda.com/newsroom/newsreleases/2017/takeda-to-acquire-ariad-pharmaceuticals-inc/
ensysce biosciences inc,https://www.linkedin.com/company/ensyscebio
tuhura biosciences inc,https://www.linkedin.com/company/tuhurabio
protalix biotherapeutics inc,https://en.wikipedia.org/wiki/Protalix_BioTherapeutics
birchbiomed inc,https://ca.linkedin.com/company/birchbiomed-inc
immunogenx llc,https://www.sbir.gov/portfolio/410518
immunogenics llc,Not Found
global blood therapeutics inc,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-acquire-global-blood-therapeutics-54-billion-enhance
city of hope,https://www.linkedin.com/company/city-of-hope
geneuro sa,https://www.linkedin.com/company/geneuro-sa/
genkyotex sa,https://www.linkedin.com/company/genkyotex-s.a/
ampo biotechnology inc,https://www.sbir.gov/portfolio/1823905
starpharma holdings ltd,https://au.linkedin.com/company/starpharma
organicell regenerative medicine inc,https://www.accessnewswire.com/newsroom/en/biotechnology/organicell-regenerative-medicine-inc.-closes-5.5-million-funding-round-713696
indaptus therapeutics inc,https://www.linkedin.com/company/indaptus-therapeutics-inc
delpor inc,https://www.kairosventures.com/delpor/
alexion pharmaceuticals inc,https://www.linkedin.com/company/alexion-pharmaceuticals
cellectar biosciences inc,https://www.cellectar.com/
resolve therapeutics llc (inactive),https://www.fiercebiotech.com/biotech/resolve-therapeutics-raises-5-8-million-private-financing
curasen therapeutics inc,https://www.alzdiscovery.org/research-and-grants/portfolio-details/21918113
moleculin biotech inc,https://www.linkedin.com/company/moleculin-llc
pulmotect inc,https://ktla.com/business/press-releases/ein-presswire/744190129/pulmotect-raises-5-9m-series-c-round-led-by-fannin-partners
teclison ltd,https://www.biospace.com/teclison-completes-5-9-million-capital-raise
quanta therapeutics inc,https://www.crunchbase.com/organization/quanta-therapeutics
neurosense therapeutics ltd,https://www.prnewswire.com/news-releases/neurosense-therapeutics-announces-500-000-private-placement-at-premium-to-market-price-302546560.html
mary crowley cancer research center,https://www.crystalcharityball.org/get-involved/underwriting?id=140
the walter and eliza hall institute of medical research,https://au.linkedin.com/company/wehi_research
immunoflex therapeutics inc,https://tracxn.com/d/companies/immunoflex/__phnEhSH8-qL-RzBlnmVn821gTmWhWzwXBv9G3qkapiU
mikrobiomik healthcare company sl,https://capitalcell.com/en/campaign/mikrobiomik/
opsidio llc,https://www.linkedin.com/company/opsidio-llc
caelum biosciences inc,https://www.biospace.com/astrazeneca-exercises-option-to-buy-caelum-biosciences-in-500-million-deal
tetra therapeutics,https://www.michiganbusiness.org/reports-data/success-stories/tetra-therapeutics/
athenex inc (inactive),https://buffalonews.com/news/local/business/athenex-to-close-newstead-plant-cut-92-jobs/article_6e7c0c3e-8628-11ed-9e23-f797253d306c.html
obseva sa,https://www.swissbiotech.org/listing/obseva-sa-started-trading-on-the-six-swiss-exchange/
celcuity inc,https://www.linkedin.com/company/celcuity
vera therapeutics inc,https://finance.yahoo.com/news/vera-therapeutics-announces-refinancing-existing-oxford-debt-facility-500-million-term-loans-123456789.html
proteus digital health inc (inactive),https://www.cnbc.com/2020/06/15/proteus-digital-health-once-worth-1point5-billion-files-for-chapter-11.html
lyell immunopharma inc,https://www.linkedin.com/company/lyell
poseida therapeutics inc,https://www.linkedin.com/company/poseida-therapeutics-inc-
sangamo therapeutics inc,https://www.biospace.com/employer/248576/sangamo-therapeutics-inc
eden biologics inc,https://bora-corp.com/bora-pharmaceuticals-acquires-eden-biologics-cdmo-assets-bora-establishes-a-leadership-position-in-taiwans-cdmo-sector-as-it-continues-to-expand-into-the-global-cdmo-market/
oncoquest inc,https://www.newswire.ca/news/oncoquest-inc./
metacrine inc,https://www.linkedin.com/company/metacrine-inc.
vir biotechnology inc,https://www.linkedin.com/company/vir-biotechnology-inc.
ascentage pharma group international,https://stockanalysis.com/stocks/aapg/
acumen pharmaceuticals inc,https://www.linkedin.com/company/acumen-pharm
cti biopharma corp,https://www.linkedin.com/company/cti-biopharma
poxel sa,https://www.linkedin.com/company/poxel
cybin inc,https://ca.linkedin.com/company/cybin
cybin therapeutics inc,https://ca.linkedin.com/company/cybin
coherus biosciences inc,https://www.linkedin.com/company/coherus-oncology
coherus oncology inc,https://www.linkedin.com/company/coherus-oncology
